100.318306025	1248.55187807	0.0
100.050155695	1247.99560365	0.0
99.7711411083	1247.38000307	0.0
99.5963059011	1246.76733217	0.0
99.4846191952	1246.13867006	0.0
99.3660355157	1245.37707338	0.0
99.4169693547	1245.8922101	0.0
99.5103760319	1246.92553529	0.0
99.556037958	1247.4390851	0.0
99.6139832094	1248.02721986	0.0
99.6220856269	1248.67724428	0.0
99.7390976514	1249.33410463	0.0
99.8312073309	1249.9390851	0.0
99.9581146796	1250.65136537	0.0
100.062515314	1251.21691713	0.0
100.487365778	1253.10131654	0.0
100.662513788	1253.72680482	0.0
100.849617059	1254.36584291	0.0
101.376380974	1256.09411439	0.0
101.734367426	1257.2696515	0.0
102.449066217	1259.60925111	0.0
102.668052729	1260.32775697	0.0
102.83084875	1260.855589	0.0
102.989128167	1261.3769513	0.0
103.273925837	1262.31347475	0.0
103.426101738	1262.81335268	0.0
103.577652032	1263.30615053	0.0
103.749481257	1263.87280092	0.0
104.107116755	1265.05309877	0.0
104.292732293	1265.66528139	0.0
104.42961889	1266.48620424	0.0
104.718574579	1267.06933412	0.0
105.081977899	1268.27013979	0.0
105.268348749	1268.88647279	0.0
105.489173944	1269.62219056	0.0
105.903053339	1270.98681459	0.0
106.056907708	1271.49523744	0.0
106.22650152	1272.06115541	0.0
106.600158747	1273.29675111	0.0
106.692359978	1274.14697084	0.0
107.039032037	1274.74889955	0.0
107.220123346	1275.34606752	0.0
107.40075689	1275.94933901	0.0
107.54807287	1276.43566713	0.0
107.709014948	1276.97680482	0.0
107.853843744	1277.47338685	0.0
108.007247981	1277.99450502	0.0
108.151748712	1278.48852357	0.0
108.318756159	1279.06640443	0.0
108.467422541	1279.57848939	0.0
108.647468621	1280.19885072	0.0
108.808227595	1280.75268373	0.0
108.948616083	1281.23583803	0.0
109.088150079	1281.71667299	0.0
109.296722468	1282.43359193	0.0
109.452041681	1282.96630678	0.0
109.593444879	1283.45251283	0.0
109.767997797	1284.05444154	0.0
